codigo,codigo_distrito,codigo_concelho,codigo_freguesia,concelho,nome,extinta
010101,01,01,01,AGUEDA,AGADÃO,true
010102,01,01,02,AGUEDA,AGUADA DE BAIXO,true
010103,01,01,03,AGUEDA,AGUADA DE CIMA,false
010104,01,01,04,AGUEDA,AGUEDA,true
010105,01,01,05,AGUEDA,BARRO,true
010106,01,01,06,AGUEDA,BELAZAIMA DO CHÃO,true
010107,01,01,07,AGUEDA,CASTANHEIRA DO VOUGA,true
010108,01,01,08,AGUEDA,ESPINHEL,true
010109,01,01,09,AGUEDA,FERMENTELOS,false
010110,01,01,10,AGUEDA,LAMAS DO VOUGA,true
010111,01,01,11,AGUEDA,MACIEIRA DE ALCOBA,true
010112,01,01,12,AGUEDA,MACINHATA DO VOUGA,false
010113,01,01,13,AGUEDA,OIS DA RIBEIRA,true
010114,01,01,14,AGUEDA,PRESTIMO,true
010115,01,01,15,AGUEDA,RECARDÃES,true
010116,01,01,16,AGUEDA,SEGADÃES,true
010117,01,01,17,AGUEDA,TRAVASSO,true
010118,01,01,18,AGUEDA,TROFA,true
010119,01,01,19,AGUEDA,VALONGO DO VOUGA,false
010120,01,01,20,AGUEDA,BORRALHA,true
010121,01,01,21,AGUEDA,AGUEDA E BORRALHA,false
010122,01,01,22,AGUEDA,BARRO E AGUADA DE BAIXO,false
010123,01,01,23,AGUEDA,"BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO",false
010124,01,01,24,AGUEDA,RECARDÃES E ESPINHEL,false
010125,01,01,25,AGUEDA,TRAVASSO E OIS DA RIBEIRA,false
010126,01,01,26,AGUEDA,"TROFA, SEGADÃES E LAMAS DO VOUGA",false
010127,01,01,27,AGUEDA,PRESTIMO E MACIEIRA DE ALCOBA,false
010201,01,02,01,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA,true
010202,01,02,02,ALBERGARIA-A-VELHA,ALQUERUBIM,false
010203,01,02,03,ALBERGARIA-A-VELHA,ANGEJA,false
010204,01,02,04,ALBERGARIA-A-VELHA,BRANCA,false
010205,01,02,05,ALBERGARIA-A-VELHA,FROSSOS,true
010206,01,02,06,ALBERGARIA-A-VELHA,RIBEIRA DE FRAGUAS,false
010207,01,02,07,ALBERGARIA-A-VELHA,SÃO JOÃO DE LOURE,true
010208,01,02,08,ALBERGARIA-A-VELHA,VALMAIOR,true
010209,01,02,09,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA E VALMAIOR,false
010210,01,02,10,ALBERGARIA-A-VELHA,SÃO JOÃO DE LOURE E FROSSOS,false
010301,01,03,01,ANADIA,AMOREIRA DA GANDARA,true
010302,01,03,02,ANADIA,ANCAS,true
010303,01,03,03,ANADIA,ARCOS,true
010304,01,03,04,ANADIA,AVELÃS DE CAMINHO,false
010305,01,03,05,ANADIA,AVELÃS DE CIMA,false
010306,01,03,06,ANADIA,MOGOFORES,true
010307,01,03,07,ANADIA,MOITA,false
010308,01,03,08,ANADIA,OIS DO BAIRRO,true
010309,01,03,09,ANADIA,SANGALHOS,false
010310,01,03,10,ANADIA,S. LOURENÇO DO BAIRRO,false
010311,01,03,11,ANADIA,TAMENGOS,true
010312,01,03,12,ANADIA,VILA NOVA DE MONSARROS,false
010313,01,03,13,ANADIA,VILARINHO DO BAIRRO,false
010314,01,03,14,ANADIA,PAREDES DO BAIRRO,true
010315,01,03,15,ANADIA,AGUIM,true
010316,01,03,16,ANADIA,"AMOREIRA DA GANDARA, PAREDES DO BAIRRO E ANCAS",false
010317,01,03,17,ANADIA,ARCOS E MOGOFORES,false
010318,01,03,18,ANADIA,"TAMENGOS, AGUIM E OIS DO BAIRRO",false
010401,01,04,01,AROUCA,ALBERGARIA DA SERRA,true
010402,01,04,02,AROUCA,ALVARENGA,false
010403,01,04,03,AROUCA,AROUCA,true
010404,01,04,04,AROUCA,BURGO,true
010405,01,04,05,AROUCA,CABREIROS,true
010406,01,04,06,AROUCA,CANELAS,true
010407,01,04,07,AROUCA,CHAVE,false
010408,01,04,08,AROUCA,COVELO DE PAIVO,true
010409,01,04,09,AROUCA,ESCARIZ,false
010410,01,04,10,AROUCA,ESPIUNCA,true
010411,01,04,11,AROUCA,FERMEDO,false
010412,01,04,12,AROUCA,JANARDE,true
010413,01,04,13,AROUCA,MANSORES,false
010414,01,04,14,AROUCA,MOLDES,false
010415,01,04,15,AROUCA,ROSSAS,false
010416,01,04,16,AROUCA,SANTA EULALIA,false
010417,01,04,17,AROUCA,S. MIGUEL DO MATO,false
010418,01,04,18,AROUCA,TROPEÇO,false
010419,01,04,19,AROUCA,URRO,false
010420,01,04,20,AROUCA,VARZEA,false
010421,01,04,21,AROUCA,AROUCA E BURGO,false
010422,01,04,22,AROUCA,CABREIROS E ALBERGARIA DA SERRA,false
010423,01,04,23,AROUCA,CANELAS E ESPIUNCA,false
010424,01,04,24,AROUCA,COVELO DE PAIVO E JANARDE,false
010501,01,05,01,AVEIRO,ARADAS,false
010502,01,05,02,AVEIRO,CACIA,false
010503,01,05,03,AVEIRO,EIROL,true
010504,01,05,04,AVEIRO,EIXO,true
010505,01,05,05,AVEIRO,ESGUEIRA,false
010506,01,05,06,AVEIRO,GLORIA,true
010507,01,05,07,AVEIRO,NARIZ,true
010508,01,05,08,AVEIRO,OLIVEIRINHA,false
010509,01,05,09,AVEIRO,REQUEIXO,true
010510,01,05,10,AVEIRO,S. BERNARDO,false
010511,01,05,11,AVEIRO,S. JACINTO,false
010512,01,05,12,AVEIRO,VERA CRUZ,true
010513,01,05,13,AVEIRO,SANTA JOANA,false
010514,01,05,14,AVEIRO,NOSSA SENHORA DE FATIMA,true
010515,01,05,15,AVEIRO,EIXO E EIROL,false
010516,01,05,16,AVEIRO,"REQUEIXO, NOSSA SENHORA DE FATIMA E NARIZ",false
010517,01,05,17,AVEIRO,GLORIA E VERA CRUZ,false
010601,01,06,01,CASTELO DE PAIVA,BAIRROS,true
010602,01,06,02,CASTELO DE PAIVA,FORNOS,false
010603,01,06,03,CASTELO DE PAIVA,PARAISO,true
010604,01,06,04,CASTELO DE PAIVA,PEDORIDO,true
010605,01,06,05,CASTELO DE PAIVA,RAIVA,true
010606,01,06,06,CASTELO DE PAIVA,REAL,false
010607,01,06,07,CASTELO DE PAIVA,SANTA MARIA DE SARDOURA,false
010608,01,06,08,CASTELO DE PAIVA,S. MARTINHO DE SARDOURA,false
010609,01,06,09,CASTELO DE PAIVA,SOBRADO,true
010610,01,06,10,CASTELO DE PAIVA,"RAIVA, PEDORIDO E PARAISO",false
010611,01,06,11,CASTELO DE PAIVA,SOBRADO E BAIRROS,false
010701,01,07,01,ESPINHO,ANTA,true
010702,01,07,02,ESPINHO,ESPINHO,false
010703,01,07,03,ESPINHO,GUETIM,true
010704,01,07,04,ESPINHO,PARAMOS,false
010705,01,07,05,ESPINHO,SILVALDE,false
010706,01,07,06,ESPINHO,ANTA E GUETIM,false
010801,01,08,01,ESTARREJA,AVANCA,false
010802,01,08,02,ESTARREJA,BEDUIDO,true
010803,01,08,03,ESTARREJA,CANELAS,true
010804,01,08,04,ESTARREJA,FERMELÃ,true
010805,01,08,05,ESTARREJA,PARDILHO,false
010806,01,08,06,ESTARREJA,SALREU,false
010807,01,08,07,ESTARREJA,VEIROS,true
010808,01,08,08,ESTARREJA,BEDUIDO E VEIROS,false
010809,01,08,09,ESTARREJA,CANELAS E FERMELÃ,false
010901,01,09,01,SANTA MARIA DA FEIRA,ARGONCILHE,false
010902,01,09,02,SANTA MARIA DA FEIRA,ARRIFANA,false
010903,01,09,03,SANTA MARIA DA FEIRA,CANEDO,true
010904,01,09,04,SANTA MARIA DA FEIRA,ESCAPÃES,false
010905,01,09,05,SANTA MARIA DA FEIRA,ESPARGO,true
010906,01,09,06,SANTA MARIA DA FEIRA,FEIRA,true
010907,01,09,07,SANTA MARIA DA FEIRA,FIÃES,false
010908,01,09,08,SANTA MARIA DA FEIRA,FORNOS,false
010909,01,09,09,SANTA MARIA DA FEIRA,GIÃO,true
010910,01,09,10,SANTA MARIA DA FEIRA,GUISANDE,true
010911,01,09,11,SANTA MARIA DA FEIRA,LOBÃO,true
010912,01,09,12,SANTA MARIA DA FEIRA,LOUREDO,true
010913,01,09,13,SANTA MARIA DA FEIRA,LOUROSA,false
010914,01,09,14,SANTA MARIA DA FEIRA,MILHEIROS DE POIARES,false
010915,01,09,15,SANTA MARIA DA FEIRA,MOSTEIRO,true
010916,01,09,16,SANTA MARIA DA FEIRA,MOZELOS,false
010917,01,09,17,SANTA MARIA DA FEIRA,NOGUEIRA DA REGEDOURA,false
010918,01,09,18,SANTA MARIA DA FEIRA,S. PAIO DE OLEIROS,false
010919,01,09,19,SANTA MARIA DA FEIRA,PAÇOS DE BRANDÃO,false
010920,01,09,20,SANTA MARIA DA FEIRA,PIGEIROS,true
010921,01,09,21,SANTA MARIA DA FEIRA,RIO MEÃO,false
010922,01,09,22,SANTA MARIA DA FEIRA,ROMARIZ,false
010923,01,09,23,SANTA MARIA DA FEIRA,SANFINS,true
010924,01,09,24,SANTA MARIA DA FEIRA,SANGUEDO,false
010925,01,09,25,SANTA MARIA DA FEIRA,SANTA MARIA DE LAMAS,false
010926,01,09,26,SANTA MARIA DA FEIRA,S. JOÃO DE VER,false
010927,01,09,27,SANTA MARIA DA FEIRA,CALDAS DE SÃO JORGE,true
010928,01,09,28,SANTA MARIA DA FEIRA,SOUTO,true
010929,01,09,29,SANTA MARIA DA FEIRA,TRAVANCA,true
010930,01,09,30,SANTA MARIA DA FEIRA,VALE,true
010931,01,09,31,SANTA MARIA DA FEIRA,VILA MAIOR,true
010932,01,09,32,SANTA MARIA DA FEIRA,CALDAS DE SÃO JORGE E PIGEIROS,false
010933,01,09,33,SANTA MARIA DA FEIRA,"CANEDO, VALE E VILA MAIOR",false
010934,01,09,34,SANTA MARIA DA FEIRA,"LOBÃO, GIÃO, LOUREDO E GUISANDE",false
010935,01,09,35,SANTA MARIA DA FEIRA,"SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",false
010936,01,09,36,SANTA MARIA DA FEIRA,SÃO MIGUEL DO SOUTO E MOSTEIRO,false
011001,01,10,01,ILHAVO,GAFANHA DO CARMO,true
011002,01,10,02,ILHAVO,GAFANHA DA ENCARNAÇÃO,true
011003,01,10,03,ILHAVO,GAFANHA DA NAZARE,true
011004,01,10,04,ILHAVO,ILHAVO (SÃO SALVADOR),true
011005,01,10,05,ILHAVO,GAFANHA DA ENCARNAÇÃO,false
011006,01,10,06,ILHAVO,GAFANHA DA NAZARE,false
011007,01,10,07,ILHAVO,GAFANHA DO CARMO,false
011008,01,10,08,ILHAVO,ILHAVO (SÃO SALVADOR),false
011101,01,11,01,MEALHADA,ANTES,true
011102,01,11,02,MEALHADA,BARCOUÇO,false
011103,01,11,03,MEALHADA,CASAL COMBA,false
011104,01,11,04,MEALHADA,LUSO,false
011105,01,11,05,MEALHADA,MEALHADA,true
011106,01,11,06,MEALHADA,PAMPILHOSA,false
011107,01,11,07,MEALHADA,VACARIÇA,false
011108,01,11,08,MEALHADA,VENTOSA DO BAIRRO,true
011109,01,11,09,MEALHADA,"MEALHADA, VENTOSA DO BAIRRO E ANTES",false
011201,01,12,01,MURTOSA,BUNHEIRO,false
011202,01,12,02,MURTOSA,MONTE,false
011203,01,12,03,MURTOSA,MURTOSA,false
011204,01,12,04,MURTOSA,TORREIRA,false
011301,01,13,01,OLIVEIRA DE AZEMEIS,CARREGOSA,false
011302,01,13,02,OLIVEIRA DE AZEMEIS,CESAR,false
011303,01,13,03,OLIVEIRA DE AZEMEIS,FAJÕES,false
011304,01,13,04,OLIVEIRA DE AZEMEIS,LOUREIRO,false
011305,01,13,05,OLIVEIRA DE AZEMEIS,MACIEIRA DE SARNES,false
011306,01,13,06,OLIVEIRA DE AZEMEIS,MACINHATA DA SEIXA,true
011307,01,13,07,OLIVEIRA DE AZEMEIS,MADAIL,true
011308,01,13,08,OLIVEIRA DE AZEMEIS,NOGUEIRA DO CRAVO,true
011309,01,13,09,OLIVEIRA DE AZEMEIS,OLIVEIRA DE AZEMEIS,true
011310,01,13,10,OLIVEIRA DE AZEMEIS,OSSELA,false
011311,01,13,11,OLIVEIRA DE AZEMEIS,PALMAZ,true
011312,01,13,12,OLIVEIRA DE AZEMEIS,PINDELO,true
011313,01,13,13,OLIVEIRA DE AZEMEIS,PINHEIRO DA BEMPOSTA,true
011314,01,13,14,OLIVEIRA DE AZEMEIS,SANTIAGO DE RIBA-UL,true
011315,01,13,15,OLIVEIRA DE AZEMEIS,S. MARTINHO DA GANDARA,false
011316,01,13,16,OLIVEIRA DE AZEMEIS,TRAVANCA,true
011317,01,13,17,OLIVEIRA DE AZEMEIS,UL,true
011318,01,13,18,OLIVEIRA DE AZEMEIS,SÃO ROQUE,false
011319,01,13,19,OLIVEIRA DE AZEMEIS,VILA DE CUCUJÃES,false
011320,01,13,20,OLIVEIRA DE AZEMEIS,NOGUEIRA DO CRAVO E PINDELO,false
011321,01,13,21,OLIVEIRA DE AZEMEIS,"O. AZEMEIS, RIBA-UL, UL, MACINHATA SEIXA, MADAIL",false
011322,01,13,22,OLIVEIRA DE AZEMEIS,"PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",false
011401,01,14,01,OLIVEIRA DO BAIRRO,BUSTOS,true
011402,01,14,02,OLIVEIRA DO BAIRRO,MAMARROSA,true
011403,01,14,03,OLIVEIRA DO BAIRRO,OIÃ,false
011404,01,14,04,OLIVEIRA DO BAIRRO,OLIVEIRA DO BAIRRO,false
011405,01,14,05,OLIVEIRA DO BAIRRO,PALHAÇA,false
011406,01,14,06,OLIVEIRA DO BAIRRO,TROVISCAL,true
011407,01,14,07,OLIVEIRA DO BAIRRO,"BUSTOS, TROVISCAL E MAMARROSA",false
011501,01,15,01,OVAR,ARADA,true
011502,01,15,02,OVAR,CORTEGAÇA,false
011503,01,15,03,OVAR,ESMORIZ,false
011504,01,15,04,OVAR,MACEDA,false
011505,01,15,05,OVAR,OVAR,true
011506,01,15,06,OVAR,SÃO VICENTE DE PEREIRA JUSÃ,true
011507,01,15,07,OVAR,VALEGA,false
011508,01,15,08,OVAR,SÃO JOÃO,true
011509,01,15,09,OVAR,"OVAR, S.JOÃO, ARADA E S.VICENTE DE PEREIRA JUSÃ",false
011601,01,16,01,S. JOÃO DA MADEIRA,S. JOÃO DA MADEIRA,false
011701,01,17,01,SEVER DO VOUGA,CEDRIM,true
011702,01,17,02,SEVER DO VOUGA,COUTO DE ESTEVES,false
011703,01,17,03,SEVER DO VOUGA,PARADELA,true
011704,01,17,04,SEVER DO VOUGA,PESSEGUEIRO DO VOUGA,false
011705,01,17,05,SEVER DO VOUGA,ROCAS DO VOUGA,false
011706,01,17,06,SEVER DO VOUGA,SEVER DO VOUGA,false
011707,01,17,07,SEVER DO VOUGA,SILVA ESCURA,true
011708,01,17,08,SEVER DO VOUGA,TALHADAS,false
011709,01,17,09,SEVER DO VOUGA,DORNELAS,true
011710,01,17,10,SEVER DO VOUGA,CEDRIM E PARADELA,false
011711,01,17,11,SEVER DO VOUGA,SILVA ESCURA E DORNELAS,false
011801,01,18,01,VAGOS,CALVÃO,false
011802,01,18,02,VAGOS,COVÃO DO LOBO,true
011803,01,18,03,VAGOS,FONTE DE ANGEÃO,true
011804,01,18,04,VAGOS,GAFANHA DA BOA HORA,false
011805,01,18,05,VAGOS,OUCA,false
011806,01,18,06,VAGOS,PONTE DE VAGOS,true
011807,01,18,07,VAGOS,SOZA,false
011808,01,18,08,VAGOS,VAGOS,true
011809,01,18,09,VAGOS,SANTO ANTONIO DE VAGOS,true
011810,01,18,10,VAGOS,SANTO ANDRE DE VAGOS,false
011811,01,18,11,VAGOS,SANTA CATARINA,true
011812,01,18,12,VAGOS,FONTE DE ANGEÃO E COVÃO DO LOBO,false
011813,01,18,13,VAGOS,PONTE DE VAGOS E SANTA CATARINA,false
011814,01,18,14,VAGOS,VAGOS E SANTO ANTONIO,false
011901,01,19,01,VALE DE CAMBRA,ARÕES,false
011902,01,19,02,VALE DE CAMBRA,SÃO PEDRO DE CASTELÕES,false
011903,01,19,03,VALE DE CAMBRA,CEPELOS,false
011904,01,19,04,VALE DE CAMBRA,CODAL,true
011905,01,19,05,VALE DE CAMBRA,JUNQUEIRA,false
011906,01,19,06,VALE DE CAMBRA,MACIEIRA DE CAMBRA,false
011907,01,19,07,VALE DE CAMBRA,ROGE,false
011908,01,19,08,VALE DE CAMBRA,VILA CHÃ,true
011909,01,19,09,VALE DE CAMBRA,VILA COVA DE PERRINHO,true
011910,01,19,10,VALE DE CAMBRA,"VILA CHÃ, CODAL E VILA COVA DE PERRINHO",false
020101,02,01,01,ALJUSTREL,ALJUSTREL,true
020102,02,01,02,ALJUSTREL,ERVIDEL,false
020103,02,01,03,ALJUSTREL,MESSEJANA,false
020104,02,01,04,ALJUSTREL,S. JOÃO DE NEGRILHOS,false
020105,02,01,05,ALJUSTREL,RIO DE MOINHOS,true
020106,02,01,06,ALJUSTREL,ALJUSTREL E RIO DE MOINHOS,false
020201,02,02,01,ALMODOVAR,ALMODOVAR,true
020202,02,02,02,ALMODOVAR,GOMES AIRES,true
020203,02,02,03,ALMODOVAR,ROSARIO,false
020204,02,02,04,ALMODOVAR,SANTA CLARA-A-NOVA,true
020205,02,02,05,ALMODOVAR,SANTA CRUZ,false
020206,02,02,06,ALMODOVAR,S. BARNABE,false
020207,02,02,07,ALMODOVAR,SENHORA DA GRAÇA DE PADRÕES,true
020208,02,02,08,ALMODOVAR,ALDEIA DOS FERNANDES,false
020209,02,02,09,ALMODOVAR,ALMODOVAR E GRAÇA DOS PADRÕES,false
020210,02,02,10,ALMODOVAR,SANTA CLARA-A-NOVA E GOMES AIRES,false
020301,02,03,01,ALVITO,ALVITO,false
020302,02,03,02,ALVITO,VILA NOVA DA BARONIA,false
020401,02,04,01,BARRANCOS,BARRANCOS,false
020501,02,05,01,BEJA,ALBERNOA,true
020502,02,05,02,BEJA,BALEIZÃO,false
020503,02,05,03,BEJA,BERINGEL,false
020504,02,05,04,BEJA,CABEÇA GORDA,false
020505,02,05,05,BEJA,MOMBEJA,true
020506,02,05,06,BEJA,NOSSA SENHORA DAS NEVES,false
020507,02,05,07,BEJA,QUINTOS,true
020508,02,05,08,BEJA,SALVADA,true
020509,02,05,09,BEJA,BEJA (SALVADOR),true
020510,02,05,10,BEJA,SANTA CLARA DE LOUREDO,false
020511,02,05,11,BEJA,BEJA (SANTA MARIA DA FEIRA),true
020512,02,05,12,BEJA,SANTA VITORIA,true
020513,02,05,13,BEJA,BEJA (SANTIAGO MAIOR),true
020514,02,05,14,BEJA,SÃO BRISSOS,true
020515,02,05,15,BEJA,BEJA (SÃO JOÃO BAPTISTA),true
020516,02,05,16,BEJA,S. MATIAS,false
020517,02,05,17,BEJA,TRINDADE,true
020518,02,05,18,BEJA,TRIGACHES,true
020519,02,05,19,BEJA,ALBERNOA E TRINDADE,false
020520,02,05,20,BEJA,BEJA (SALVADOR E SANTA MARIA DA FEIRA),false
020521,02,05,21,BEJA,BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),false
020522,02,05,22,BEJA,SALVADA E QUINTOS,false
020523,02,05,23,BEJA,SANTA VITORIA E MOMBEJA,false
020524,02,05,24,BEJA,TRIGACHES E SÃO BRISSOS,false
020601,02,06,01,CASTRO VERDE,CASEVEL,true
020602,02,06,02,CASTRO VERDE,CASTRO VERDE,true
020603,02,06,03,CASTRO VERDE,ENTRADAS,false
020604,02,06,04,CASTRO VERDE,SANTA BARBARA DE PADRÕES,false
020605,02,06,05,CASTRO VERDE,S. MARCOS DA ATABOEIRA,false
020606,02,06,06,CASTRO VERDE,CASTRO VERDE E CASEVEL,false
020701,02,07,01,CUBA,CUBA,false
020702,02,07,02,CUBA,FARO DO ALENTEJO,false
020703,02,07,03,CUBA,VILA ALVA,false
020704,02,07,04,CUBA,VILA RUIVA,false
020801,02,08,01,FERREIRA DO ALENTEJO,ALFUNDÃO,true
020802,02,08,02,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO,true
020803,02,08,03,FERREIRA DO ALENTEJO,FIGUEIRA DOS CAVALEIROS,false
020804,02,08,04,FERREIRA DO ALENTEJO,ODIVELAS,false
020805,02,08,05,FERREIRA DO ALENTEJO,PEROGUARDA,true
020806,02,08,06,FERREIRA DO ALENTEJO,CANHESTROS,true
020807,02,08,07,FERREIRA DO ALENTEJO,ALFUNDÃO E PEROGUARDA,false
020808,02,08,08,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO E CANHESTROS,false
020901,02,09,01,MERTOLA,ALCARIA RUIVA,false
020902,02,09,02,MERTOLA,CORTE DO PINTO,false
020903,02,09,03,MERTOLA,ESPIRITO SANTO,false
020904,02,09,04,MERTOLA,MERTOLA,false
020905,02,09,05,MERTOLA,SANTANA DE CAMBAS,false
020906,02,09,06,MERTOLA,S. JOÃO DOS CALDEIREIROS,false
020907,02,09,07,MERTOLA,SÃO MIGUEL DO PINHEIRO,true
020908,02,09,08,MERTOLA,SÃO PEDRO DE SOLIS,true
020909,02,09,09,MERTOLA,SÃO SEBASTIÃO DOS CARROS,true
020910,02,09,10,MERTOLA,"S.MIG. PINHEIRO, S.PEDRO SOLIS, S.SEBASTIÃO CARROS",false
021001,02,10,01,MOURA,AMARELEJA,false
021002,02,10,02,MOURA,POVOA DE SÃO MIGUEL,false
021003,02,10,03,MOURA,SAFARA,true
021004,02,10,04,MOURA,MOURA (SANTO AGOSTINHO),true
021005,02,10,05,MOURA,SANTO ALEIXO DA RESTAURAÇÃO,true
021006,02,10,06,MOURA,SANTO AMADOR,true
021007,02,10,07,MOURA,MOURA (SÃO JOÃO BAPTISTA),true
021008,02,10,08,MOURA,SOBRAL DA ADIÇA,false
021009,02,10,09,MOURA,SANTO AGOSTINHO E SÃO JOÃO BAPTISTA E SANTO AMADOR,false
021010,02,10,10,MOURA,SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,false
021101,02,11,01,ODEMIRA,COLOS,true
021102,02,11,02,ODEMIRA,RELIQUIAS,false
021103,02,11,03,ODEMIRA,SABOIA,false
021104,02,11,04,ODEMIRA,SANTA CLARA-A-VELHA,true
021105,02,11,05,ODEMIRA,ODEMIRA (SANTA MARIA),true
021106,02,11,06,ODEMIRA,S. LUIS,false
021107,02,11,07,ODEMIRA,S. MARTINHO DAS AMOREIRAS,false
021108,02,11,08,ODEMIRA,ODEMIRA (SÃO SALVADOR),true
021109,02,11,09,ODEMIRA,SÃO TEOTONIO,true
021110,02,11,10,ODEMIRA,VALE DE SANTIAGO,true
021111,02,11,11,ODEMIRA,VILA NOVA DE MILFONTES,false
021112,02,11,12,ODEMIRA,PEREIRAS-GARE,true
021113,02,11,13,ODEMIRA,BICOS,true
021114,02,11,14,ODEMIRA,ZAMBUJEIRA DO MAR,true
021115,02,11,15,ODEMIRA,LUZIANES-GARE,false
021116,02,11,16,ODEMIRA,LONGUEIRA/ALMOGRAVE,false
021117,02,11,17,ODEMIRA,BOAVISTA DOS PINHEIROS,false
021118,02,11,18,ODEMIRA,COLOS,false
021119,02,11,19,ODEMIRA,SANTA CLARA-A-VELHA,false
021120,02,11,20,ODEMIRA,SÃO SALVADOR E SANTA MARIA,false
021121,02,11,21,ODEMIRA,SÃO TEOTONIO,false
021122,02,11,22,ODEMIRA,VALE DE SANTIAGO,false
021201,02,12,01,OURIQUE,CONCEIÇÃO,true
021202,02,12,02,OURIQUE,GARVÃO,true
021203,02,12,03,OURIQUE,OURIQUE,false
021204,02,12,04,OURIQUE,PANOIAS,true
021205,02,12,05,OURIQUE,SANTA LUZIA,true
021206,02,12,06,OURIQUE,SANTANA DA SERRA,false
021207,02,12,07,OURIQUE,GARVÃO E SANTA LUZIA,false
021208,02,12,08,OURIQUE,PANOIAS E CONCEIÇÃO,false
021301,02,13,01,SERPA,ALDEIA NOVA DE SÃO BENTO,true
021302,02,13,02,SERPA,BRINCHES,false
021303,02,13,03,SERPA,PIAS,false
021304,02,13,04,SERPA,SERPA (SALVADOR),true
021305,02,13,05,SERPA,SERPA (SANTA MARIA),true
021306,02,13,06,SERPA,VALE DE VARGO,true
021307,02,13,07,SERPA,VILA VERDE DE FICALHO,false
021308,02,13,08,SERPA,SERPA (SALVADOR E SANTA MARIA),false
021309,02,13,09,SERPA,VILA NOVA DE SÃO BENTO E VALE DE VARGO,false
021401,02,14,01,VIDIGUEIRA,PEDROGÃO,false
021402,02,14,02,VIDIGUEIRA,SELMES,false
021403,02,14,03,VIDIGUEIRA,VIDIGUEIRA,false
021404,02,14,04,VIDIGUEIRA,VILA DE FRADES,false
030101,03,01,01,AMARES,AMARES,true
030102,03,01,02,AMARES,BARREIROS,false
030103,03,01,03,AMARES,BESTEIROS,true
030104,03,01,04,AMARES,BICO,false
030105,03,01,05,AMARES,CAIRES,false
030106,03,01,06,AMARES,CALDELAS,true
030107,03,01,07,AMARES,CARRAZEDO,false
030108,03,01,08,AMARES,DORNELAS,false
030109,03,01,09,AMARES,FERREIROS,true
030110,03,01,10,AMARES,FIGUEIREDO,true
030111,03,01,11,AMARES,FISCAL,false
030112,03,01,12,AMARES,GOÃES,false
030113,03,01,13,AMARES,LAGO,false
030114,03,01,14,AMARES,PARANHOS,true
030115,03,01,15,AMARES,PAREDES SECAS,true
030116,03,01,16,AMARES,PORTELA,true
030117,03,01,17,AMARES,PROZELO,true
030118,03,01,18,AMARES,RENDUFE,false
030119,03,01,19,AMARES,BOURO (SANTA MARIA),false
030120,03,01,20,AMARES,BOURO (SANTA MARTA),false
030121,03,01,21,AMARES,SEQUEIROS,true
030122,03,01,22,AMARES,SERAMIL,true
030123,03,01,23,AMARES,TORRE,true
030124,03,01,24,AMARES,VILELA,true
030125,03,01,25,AMARES,AMARES E FIGUEIREDO,false
030126,03,01,26,AMARES,"CALDELAS, SEQUEIROS E PARANHOS",false
030127,03,01,27,AMARES,"FERREIROS, PROZELO E BESTEIROS",false
030128,03,01,28,AMARES,TORRE E PORTELA,false
030129,03,01,29,AMARES,"VILELA, SERAMIL E PAREDES SECAS",false
0302FA,03,02,FA,BARCELOS,"MILHAZES, VILAR DE FIGOS E FARIA",false
0302FB,03,02,FB,BARCELOS,NEGREIROS E CHAVÃO,false
0302FC,03,02,FC,BARCELOS,QUINTIÃES E AGUIAR,false
0302FD,03,02,FD,BARCELOS,SEQUEADE E BASTUÇO (SÃO JOÃO E SANTO ESTEVÃO),false
0302FE,03,02,FE,BARCELOS,SILVEIROS E RIO COVO (SANTA EULALIA),false
0302FF,03,02,FF,BARCELOS,TAMEL (SANTA LEOCADIA) E VILAR DO MONTE,false
0302FG,03,02,FG,BARCELOS,"VIATODOS, GRIMANCELOS, MINHOTÃES, MONTE FRALÃES",false
0302FH,03,02,FH,BARCELOS,VILA COVA E FEITOS,false
030201,03,02,01,BARCELOS,ABADE DE NEIVA,false
030202,03,02,02,BARCELOS,ABORIM,false
030203,03,02,03,BARCELOS,ADÃES,false
030204,03,02,04,BARCELOS,AGUIAR,true
030205,03,02,05,BARCELOS,AIRO,false
030206,03,02,06,BARCELOS,ALDREU,false
030207,03,02,07,BARCELOS,ALHEIRA,true
030208,03,02,08,BARCELOS,ALVELOS,false
030209,03,02,09,BARCELOS,ARCOZELO,false
030210,03,02,10,BARCELOS,AREIAS,false
030211,03,02,11,BARCELOS,AREIAS DE VILAR,true
030212,03,02,12,BARCELOS,BALUGÃES,false
030213,03,02,13,BARCELOS,BARCELINHOS,false
030214,03,02,14,BARCELOS,BARCELOS,true
030215,03,02,15,BARCELOS,BARQUEIROS,false
030216,03,02,16,BARCELOS,CAMBESES,false
030217,03,02,17,BARCELOS,CAMPO,true
